uuid,stop,platform,line,direction,scheduled_departure,real_departure,delay_min,connection_exists
6b0cbc78-45f7-566c-89f8-958946824174,Bochum Hbf,05,SB37,Ennepetal Busbahnhof,18:02,18:02,0.0,True
b311d730-cae3-503f-b98e-eb68919725be,Bochum Hbf,Gleis 2 (U),302,Bochum Langendreer S,18:03,18:14,11.0,True
eb620da2-156a-51ed-8032-9113c0826387,Bochum Hbf,5,RE1 (RRX),Hamm (Westf.) Hbf,18:03,18:06,3.0,True
a0e6b34c-8e65-58db-9a3e-08a77daab0f7,Bochum Hbf,3,ICE 1015 Norderney,München Hbf,18:03,18:05,2.0,True
09f0a071-50a2-59cb-afaa-a95b544e3de0,Bochum Hbf,Gleis 3 (U),U35,Herne Schloß Strünkede,18:04,18:04,0.0,True
156615c2-e7b2-5c9c-947d-f541cfc1bb6d,Bochum Hbf,Gleis 6 (U),316,Bochum Hordeler Str.,18:04,18:04,0.0,True
041617eb-a546-515b-b824-eaab0639bdfc,Dortmund Hbf,20,IC 2152 InterCity,Düsseldorf Hbf,17:16,17:47,31.0,True
26bf34b4-c6db-5bb4-99fc-54fdc7eddc21,Dortmund Hbf,8,RE11 (RRX),Kassel Bahnhof Wilhelmshöhe,17:39,17:45,6.0,True
c8ad8e1e-61b2-5e89-9028-18d7b95129bf,Dortmund Hbf,U-Bahn Gleis 2,U45,Dortmund Westfalenhallen,17:41,17:43,2.0,True
76da3e9e-4068-594d-93af-ec8171fd6eb8,Dortmund Hbf,,460,Dortmund Kirchlinde Zentrum,17:44,17:44,0.0,True
404a32fa-9017-5e0e-b5d2-962beb87ccaf,Dortmund Hbf,U-Bahn Gleis 1,U45,Dortmund Fredenbaum,17:44,,,True
6814ed6d-82de-58e6-b0a1-ce1aa0a754bc,Dortmund Hbf,11,RE1 (RRX),"Aachen, Hbf",17:45,17:52,7.0,True
532089b8-014a-501a-921e-409963940843,Dortmund Hbf,U-Bahn Gleis 2,U49,Dortmund Hacheney,17:45,17:45,0.0,True
8bea3246-7b3d-599a-9dfa-b3e536eb9ae5,Dortmund Hbf,U-Bahn Gleis 1,U41,Dortmund Brechten Zentrum,17:46,17:47,1.0,True
fad676ff-5f55-5419-bd91-1c7986f9c1b7,Dortmund Hbf,U-Bahn Gleis 2,U41,Dortmund Clarenberg,17:47,17:48,1.0,True
0785a786-9dfe-5741-b34f-25ca005a7cb5,Dortmund Hbf,6,S2,Recklinghausen Hbf,17:47,17:47,0.0,True
56f64974-48c2-5c6f-9417-36f3131733c6,Dortmund Hbf,10,ICE 643 InterCityExpress,S Ostbahnhof (Berlin),17:47,,,True
eafcc332-929f-5f5f-b435-95c6a08eb609,Dortmund Hbf,U-Bahn Gleis 2,U47,"Dortmund, Aplerbeck",17:49,17:49,0.0,True
42687efb-82b2-5933-81c2-b93a02a6c9d9,Dortmund Hbf,U-Bahn Gleis 1,U49,Dortmund Hafen,17:50,17:50,0.0,True
b4f5b25f-6feb-53af-971f-a5dba12f7259,Dortmund Hbf,,453,Dortmund Bergmeisterstraße,17:50,17:50,0.0,True
82af77a5-ecee-54cc-ae18-af5fbe12aee3,Dortmund Hbf,,475,Dortmund Mengede Bf,17:50,17:50,0.0,True
2fe5e487-b7d7-502d-ad74-dd5e0ecde1fe,Dortmund Hbf,16,ICE 1015 Norderney,München Hbf,17:50,17:53,3.0,True
e000c33e-f567-50eb-91fe-016f2821c6d9,Dortmund Hbf,,SEV,Lünen Hbf,17:51,,,True
08d54bc5-9d37-50d7-a014-b3644c4bc21f,Dortmund Hbf,U-Bahn Gleis 2,U45,Dortmund Westfalenhallen,17:51,,,True
64dc8ca9-e418-5da3-b285-184a36428a98,Dortmund Hbf,,460,Dortmund Reinoldikirche,17:52,17:53,1.0,True
0b8dcaad-7f7e-5bad-88b7-92e027cdd9f7,Dortmund Hbf,U-Bahn Gleis 1,U47,Dortmund Westerfilde S,17:52,17:52,0.0,True
1808d3a0-2ef1-5994-8b08-84b406bcc4e3,Dortmund Hbf,3,RB53,Schwerte (Ruhr),17:53,17:53,0.0,True
d032c54f-6a0c-57e9-8020-c7b467d29dcf,Dortmund Hbf,7,S1,Düsseldorf Hbf,17:53,17:53,0.0,True
d07be1a3-6d02-5e3b-9c7b-dfa19ea67659,Dortmund Hbf,U-Bahn Gleis 1,U45,Dortmund Fredenbaum,17:54,17:54,0.0,True
a8f0e440-a35d-5c6d-8192-f81daf7295b9,Dortmund Hbf,8,RE6 (RRX),Minden (Westf),17:55,17:55,0.0,True
b2775e57-2400-5bd7-a61f-fd36c0f74f3d,Dortmund Hbf,U-Bahn Gleis 2,U49,Dortmund Hacheney,17:55,17:56,1.0,True
be828482-4f5e-55b0-9c91-1cc6d1e43901,Dortmund Hbf,U-Bahn Gleis 1,U41,"Brambauer, Verkehrshof",17:56,17:56,0.0,True
5a99a95f-9b24-5478-8f68-b7834d94ed27,Dortmund Hbf,U-Bahn Gleis 2,U41,Dortmund Clarenberg,17:57,17:57,0.0,True
eefb6f92-eafe-5479-9b24-e34d2277a683,Dortmund Hbf,,455,Dortmund  Hörde Bf,17:57,17:57,0.0,True
2751fba2-d6cb-5c7a-b12c-977059e28dc0,Dortmund Hbf,16,RE3,Hamm (Westf.) Hbf,17:59,18:01,2.0,True
bfee5074-d2cc-55b0-b54a-3b93fda0f4d4,Dortmund Hbf,23,RE34,Siegen Hbf,17:59,17:59,0.0,True
b71ee63c-3e99-571f-9b5a-74e7930fa05a,Dortmund Hbf,U-Bahn Gleis 2,U47,"Dortmund, Aplerbeck",17:59,17:59,0.0,True
